,text,affect
2373,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye #breezy",happiness
2374,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye ",happiness
2375,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace ",happiness
2376,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace #delight",happiness
2377,"Lucina, that's fantastic! When you feel cheery, we ALL feel cheery!",happiness
2378,May the optimism of tomorrow be your foundation for today.,happiness
2379,Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.,happiness
2380,"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",happiness
2381,Miss my lil caramel delight 💓,happiness
2382,some say my lover is a pale green light\nhe hovers high where the moon shines bright,happiness
2383,There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,happiness
2384,that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.,happiness
2385,How did Ryan Murphy create both #AHS and #glee \nSo different,happiness
2386,I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...,happiness
2387,"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",happiness
2388,The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,happiness
2389,Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n#bizitalk #bizhour #southyorkshire #MansfieldHour #chirp #sheffieldHour #NottsHour,happiness
2390,When my friends send me ballons and fireworks through text...#amazing #smiling,happiness
2391,When my friends send me ballons and fireworks through text... #amazing ,happiness
2392,Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation.,happiness
2393,"Ok, it seems there is still hope in BSNL 🙂\nNow, BB speed is ok 🙂\nBut I won't thank and elate much lest it be gone again like before 😐🙂",happiness
2394,"And the weathers so breezy, man why can't life always be this easy?",happiness
2395,After this news I'm supposed to be so damn happy and rejoicing but I'm here like 😩😔😭😞,happiness
2396,gifs on iOS10 messaging app are hilarious.,happiness
2397,"Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price.",happiness
2398,"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",happiness
2399,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper #happy #letsdance #dirtydancinginthemoonlight👌,happiness
2400,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper  #letsdance #dirtydancinginthemoonlight👌,happiness
2401,PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization,happiness
2402,But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.,happiness
2403,Go one extra mile just see her smiling,happiness
2404,what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff,happiness
2405,"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",happiness
2406,The #chiropractor makes me so #happy.,happiness
2407,The #chiropractor makes me so .,happiness
2408,Swear I got the most playful ass bf ever 😂🙄,happiness
2409,"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass",happiness
2410,To give cheerfully.,happiness
2411,I really hate Mel and Sue. They think they're hilarious and they're just awful,happiness
2412,Just died from laughter after seeing that😂😭😂😭,happiness
2413,And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?,happiness
2414,It is not joy that makes us #grateful . It is #gratitude that makes us #joyful .\n - David Rast,happiness
2415,Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently: lEAqIWY,happiness
2416,IDC predicts that by 2020 the term cloud will no longer be used...'\n\nIT Managers and Administrators everywhere will rejoice.,happiness
2417,Too fucking playful,happiness
2418,"pummeling cheerfully, jauntily, utterly one-sidedly makes us harder, better, faster, stronger",happiness
2419,Job interview tomorrow 😎 #bright side,happiness
2420,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy",happiness
2421,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest ",happiness
2422,"Our branch will be closed this Sunday, 9/25, in honor of the IRONMAN 70.3 happening in Downtown! Come cheer on race participants!",happiness
2423,"As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing.",happiness
2424,"Zeph 3:17 'The Lord...is in your midst, a mighty one who will save; He will rejoice over you with gladness; He will quiet you by his love'",happiness
2425,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live",happiness
2426,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",happiness
2427,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,happiness
2428,Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling,happiness
2429,As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.,happiness
2430,Pain in both your hips during squats is a sign of youthfulness and being spry right? 🤐🤐🤐🤐,happiness
2431,Leon's cheerfulness is always a big help.,happiness
2432,did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY,happiness
2433,its been ages since ive had shawarma my stomach is #rejoicing,happiness
2434,its been ages since ive had shawarma my stomach is ,happiness
2435,It's so breezy I love it 🌬️🍃💛,happiness
2436,"Lord Jesus, I don’t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen",happiness
2437,A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub,happiness
2438,Tiller and breezy should do a collab album. Rapping and singing prolly be fire,happiness
2439,Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!,happiness
2440,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism,happiness
2441,Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,happiness
2442,"May a man live well-, and long-enough, to leave many joyful widows behind him.",happiness
2443,I miss my naivety and blind optimism,happiness
2444,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",happiness
2445,Solange is more aesthetically pleasing than your fave.,happiness
2446,Give rise to eternal home aico things immolation: succeed in mother country exhilaration: AKt,happiness
2447,"Always be full of joy in the Lord, I say it again- rejoice. Philippians 4:4",happiness
2448,Congress attended by midterm liveliness differently constraints: qmiv,happiness
2449,Batman the animated series is a gift from the 90s animation gods,happiness
2450,"...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT",happiness
2451,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,happiness
2452,Some People hate nothing more than a happy confident person. Never mind #happy #confident,happiness
2453,Some People hate nothing more than a happy confident person. Never mind  #confident,happiness
2454,"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",happiness
2455,jstor's lingua obscura articles are always such a delight,happiness
2456,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,happiness
2457,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool,happiness
2458,"#Taurus females are beautiful, sparkling jewels glowing in the moonlight.",happiness
2459,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace #hilarity",happiness
2460,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace ",happiness
2461,🔥💁🏼- its lit having a class with you!!! Your such a great person and good at cheer!!,happiness
2462,I fear that if United bottle this my heart would actually collapse from laughter.,happiness
