,text,affect,Unnamed: 2,Unnamed: 3
4163,"I need to calm down, otherwise I'm gonna break something to the highest degree...",anger,,
4165,Research paper down. One peer review and a Shakespeare play to go. #whensthanksgiving,sadness,,
4166,"Et là, mon coeur s'est arrêté de battre. J'ai cru que nous étions le 17. ",fear,,
4167,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear,,
4168,Threw my bat at my dad one game haha ,anger,,
4171,"I am SO terrified of outside when it is dark out., I feel like someone is going to come snatch me up! ",fear,,
4175,So weird that I may not ever see friends from class again after today.... #life #nostaligia?,sadness,,
4176,"Ppl have a hard time letting go of their suffering. Out of fear of the unknown, they prefer suffering that's familiar. - ",fear,,
4177, you are building walls and afraid to open up. #stepforward,fear,,
4178,Who the hell decided that is more important than #reason and #intelligence? #BadDecision2012,anger,,
4180,The fear of the Lord is the beginning of wisdom: a good understanding have all they that do his commandments.....& 111:10 #God,fear,,
4182,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,fear,,
4183,No Black Friday for me tomorrow. :( ,sadness,,
4184,WHY WILL NOONE TELL US WHAT THE BLOODY ENGLISH HOMEWORK MEANS? ,anger,,
4185,My view of Egypt summed in 2 contradicting words. and #hope. Love you Egypt...,fear,,
4187,Ah I hate it when you talk to one person non stop then they have to do something and can't text so you don't talk for like 2 hours ,sadness,,
4188,Hate the fact that people are using  as an excuse to get faded every weekend.... at it's finest,sadness,,
4190,"Why are we fighting Alma again? She's entitled to her revenge, we should be helping her dammit. ",fear,,
4191,This kid farted in front of me while I was taking my test ,disgust,,
4192,Jax with the parents and sister tonight! Too bad I'm mad at my mom mom cause she finished my puzzle!!#butnotreallybecauseshebirthedme,anger,,
4193,"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
4195,It's a shame that there are still no Secret Garden DVDs available here in Japan! Wonder who is holding their hands on a release.. ,sadness,,
4197,I always get super disappointed when I pass a horse trailer and there's no horses in it:( ,sadness,,
4198,Work ruins my holidays... I'll miss you Black Out Wednesday. ,sadness,,
4200,handshake? nah. i'll pass. i'd rather have no finger nails than those yellow horn plates you call 'nails'. im out. ,disgust,,
4201,I wasn't good enough for 24hr fitness.. thought they were going to call me at least.. not send me a meaningless rejection email! ,sadness,,
4202,Those people who eat loads of crappy food all the time and are still skinny as a stick me.,disgust,,
4203,I just broke up with 2 boys in one night. Wow  ,sadness,,
4204,Ya mejor me ire a dormir :S im scared haha alrato d seguro terminare pasandome al cuarto d mi mama xD ,fear,,
4205,My ipod is missing and I'm having serious separation anxiety :( ,sadness,,
4206,"I thought  someone sensitive in their lives, who do all the right things and tries their best, now i see different ",sadness,,
4207,My greatest is sitting in front of thousands of people while my #Google search history is being read aloud.,fear,,
4208,When will Rebecca Black learn that she cannot sing and should therefore desist from releasing records? #severelackoftalent,anger,,
4210,"I think I'm scared of what of the future holds, I was wishin for some things and now I'm use to those. ",fear,,
4211,Hates school. I wanna look at Christmas lights.,sadness,,
4212,Positive correlations and negative correlations. Who gives a rats ass?! ,anger,,
4213,Morning breath and I haven't been to sleep ,disgust,,
4215,Another household  project in the can. is a great #motivator. #dontletitcontrolyou,anger,,
4216,vu qu'on y retourne plus par la suite. ,fear,,
4223,there are no venus fly traps in the god forsaken country. gah. ,anger,,
4226,"Too weird to live,  and too rare to die. ",fear,,
4227,Credits at the beginning of a movie are really annoying! ,sadness,,
4228,I'm just a King looking for a Queen to settle down with But Good Girls In Trinidad either Taken or So hurt they dnt want a bf ,sadness,,
4229,People think i've change just cause my feelings grown. ,fear,,
4230,The bears played solid with one subs for lines which was tiring for them. They ended up losing 2-0. ,sadness,,
4232,"Wtf is this random acts? Its pointless on for like a minute, waste of my tele time. ",anger,,
4233,I was so close to buying a Nyan Cat t-shirt at HotTopic yesterday. :( Wasn't half off tho.. ,sadness,,
4234,"J'ai peur d’aller sur wikipedia , il y a chuck Norrris qui me regarde et me demande de l'argent .... ",fear,,
4235,Every One has The Right to Hear The Good News of The Gospel Of The Kingdom !  v  ;  v  ;   ,fear,,
4236,still phoneless. fb msg or email me if you want to get a hold of me. vzw phone donations welcome.,sadness,,
4237,"clouds ur judgement in #personal &amp; #business matters, confront it &amp; don't avoid it",fear,,
4238,"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",anger,,
4239,The moment you realize you can't get him out of your head... Even though your in a perfect fairytale and he's moved on... ,sadness,,
4243,I want and I don't want to grow up. I don't know what waits for me in the future. Can be good and bad. ,fear,,
4244,Terra nova is not even on tonight!?!? Ahhhhh! I really can't live without it ... country awards...:),sadness,,
4245,study study dun feel like it then what to do? EAT ,disgust,,
4247,done w/ my Business Plan but im not already done w/ my feasibility project :(,sadness,,
4248,Every day in the hall i try not to beat the fuck out of bitches who walk by me ,anger,,
4250,"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
4251,Let go &amp; stop fearing the god(s) you say you love &amp; honor.Your thoughts create these emotions of fear.#life #God #love #wakeup #social,fear,,
4253,This dentist is going to destroy my face. ,fear,,
4254,"approx 3 weeks ago sent off my UCAS would assume gets sent on within the week, turns out no its being returned to me, typical 'crofts ",anger,,
4257,i really want this dress from asos but its from the petite range :'( ,anger,,
4258,"For anyone that says their not afraid of the dark, I will let you walk into any 1 of the blacked out theaters  ",fear,,
4263,&quot;we can't stop here. this is DRONE country!&quot; ,fear,,
4264,"And it's windy, I will never be able to sleep right! Why do I wind -.-",fear,,
4265,I think i want to talk to you about it all but then again im afraid of humiliation and rejection. ,fear,,
4266,My only now is that my phone's battery runs out of charge!,fear,,
4267,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,fear,,
4268,That I'm already in bed and missing drakes performance ..,sadness,,
4269,Remember when life's path is steep to keep your mind even.~Horace &    #anger #depression,fear,,
4270,Andare a fare shopping e tornare a mani vuote a casa... ,sadness,,
4271,Ugh 4 years left of school FML ,sadness,,
4272,Please don't don't scared of me ,fear,,
4274,FACTOR KUMMIN BACK ONN ICANT WAIT,fear,,
4275,What are you sowing today? #happiness #depression or #love ? You reap what you sow. What does your harvest look like today? #Bible :),anger,,
4276,"A oui le melangeur, je branche ma souris le son chrome monte, je la debranche le son baisse ",fear,,
4277,Sheryl say she confused and don't know how to approach me. It sounds like I'm going back to counseling ,sadness,,
4278,I want to do a cover of 'Mirror' but I need to find a rapper LMAO. ,sadness,,
4281,C'est la tempête ici!!!!! J'ose pas ouvrir les volets pour voir ce qu'il ce trame dehors... J’espère que pour ma mère tout va bien... ,fear,,
4283,cant beleive the college football season is almost over! ,sadness,,
4284,bitch stealing the coat I wanted in topshop after seeing me wearing it. ,anger,,
4290,The brittany didn't make it from the sporting dog group ,sadness,,
4291,"man ii really having to have control over my only Fool show there emotions.. or so ii heard,, ii STiLL dONt likE THAT OLD' BiTCH",anger,,
4295," 2012, the shift speeds up.. get on ya higher level of thinking break that it's all in ya #mental don't let it hold u down",fear,,
4298,I reached 21 and still picture the closet as a huge ghost in the dark. I wish I could sleep in my parents room right now  ,fear,,
4299,Wow they better find my damn check . #rage,anger,,
4301,damn. I wanna leave right now! sadly the two guys I board with aren't really responding.. ,sadness,,
4302,I have to pee but I don't wanna stop this game  ,fear,,
4303,&quot;Disgust and  are two of the great  that lead to change.&quot; ~ Jim Rohn   #philosophy,disgust,,
4304,My knuckle hurts so damn bad. I need to control my ,anger,,
4307,"Craig Mabbitt is my idol, but he ruined Escape The Fate. ",sadness,,
4308,heard it for the last time today :( ,sadness,,
4311,"i wish i could go up to the bitch that stabbed me in the back and rip her heart out. oh wait now i remember, SHE DOESN'T HAVE ONE! ",anger,,
4312,When I was Little I had Problems Bad as Hell lol I grew outta that shit doe..Until I get #Pissed Off fareal,anger,,
4313,"If I tell yu something &amp; I trust yu with it &amp; yu fucc me over , consider us fighting on some real shit ! ",disgust,,
4316,"Meno due puntate alla fine di Two&amp;halfMen, l'originale. Come fare senza Charlie dopo? ",sadness,,
4318,Watching the Vice Guide to Liberia at 3am was a bad idea ,sadness,,
4320, does just make me throw up a lil in my mouth... ,disgust,,
4321,It's good to be aware that a certain amount of is going to accompany every change in your life - change for worse or better. #quote,fear,,
4323,That awkward moment when you walk into your living room and two dogs are having sex ,disgust,,
4324, when no footballer wanted to risk contesting for a ball in the air with Bensela. of Head.,fear,,
4325,How do you just lose jeans?!? I have been unsuccessfully searching for one of my pairs of jeans for like 3 months!! ,sadness,,
4326,"Not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
4327,That got me feeling some kind of way..like is that the shit all niggas do?!.. ,disgust,,
4330,When people suck on their teeth &lt; ,disgust,,
4331,Realizing U have   should give U a level of  that will help U fend of from ever getting into your heart.,fear,,
4332,So I'm still up! Just not feeling with an uplifted spirit but I aint trippin! Hopefully I can sleep it off of me! won't win!,sadness,,
4333,D-3 to Operation LFF closing. And Urban Meyer comes back to Ohio State #notsurehowifeel #thankyoulukefickell,sadness,,
4334,is the serving dish for the great Entree called #control,fear,,
4335,Sitting at LAX crying! Miss Cali and my bookie already!..,sadness,,
4337,watching Easy A by my lonesome...wish I had a movie partner :/  ,sadness,,
