,text,affect
2619,so i got to my exam centre n they said we can't let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home,sadness
2620,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,sadness
2621,"Aw, not going to Toronto anymore.",sadness
2622,sweaty and tired from the 6 lap run.  gonna do sun run next year no matter what.,sadness
2623,Up was pretty good. It was kind of depressing though,sadness
2624,toy story 3! june 2010. i can't wait that long.,happiness
2625,Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc's waitin',sadness
2626,usually when im gone celebs come on its so unfair,sadness
2627,"Well, I effed the iphone.  It was nice knowing you",sadness
2628,I can't I'm on my iPhone,sadness
2629,The weather is so ugly n L.A... It's really cold,sadness
2630,"catching the last bit of Later with jools .. last in series .. sob, cry",sadness
2631,"Just FYI, RUIN HOLLYWOOD IS CLOSED.  Last Friday was our Closing Night.",sadness
2632,just sad that i wont be able to post my new fic this morning...,sadness
2633,headache boo,sadness
2634,"wishing, i was at the michou show right now.. god. life isnt fair",sadness
2635,"I just broke a bottle, I should probably focus on work instead of thinking of more songgoeswrongs",sadness
2636,Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,sadness
2637,"Uh. Finally home, but completely wiped.",sadness
2638,I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!,sadness
2639,aaawww im soooOOooo tired today.. i dont feel good.. i dont wanna go to work wah..  but yeah im goin to work in a few mins. til closing..,sadness
2640,I miss her alot and its only been one day,sadness
2641,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    fuck it like Andrea said! Haha,happiness
2642,so I'm kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,sadness
2643,liz just left  aww it was so good to see her.,happiness
2644,workin.. still lol i wanted to go to the spring game,sadness
2645,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,sadness
2646,Rain delay,sadness
2647,My Spanish = crap,sadness
2648,Im heading home. gotta work sunday.,sadness
2649,Im mad cuz i cant get any picture to work.,sadness
2650,at famous dave's with my mom. so hungry.,anger
2651,in desperate need of some tweets to cheer me up,sadness
2652,We lost a peacock chick this morning,sadness
2653,No free ice cream though,sadness
2654,people with mustaches get super powers and mustaches. no fair.,happiness
2655,aw how to lose a guy in ten days  &lt;3,sadness
2656,"Today is just not my day. I can't seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",sadness
2657,Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,sadness
2658,Truck full of silver bars imploded on itself.  Delayed us an hour and we didn't  even get a bar for our troubles.  No photo,sadness
2659,dont get to see my boys tomorroww.im sad,sadness
2660,"Had some pliers blow up in my face today. My mistake, killed the wrong breaker. Wires connected on the pliers, boom. Big chunk gone.",sadness
2661,"Everytime still holds horrible, horrible memories for me though.",sadness
2662,Looking at my daughters baby pictures makes my heart hurt,sadness
2663,The icecream truck never comes to my house,sadness
2664,Just got home from the hospital.... i have another clot in my leg,sadness
2665,I am so glad it's Friday. I just got off work and I'm so tired.,happiness
2666,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,sadness
2667,JoBo's tired of getting off work at 7,sadness
2668,bed rest for all weekend and next week  neomonia suck,sadness
2669,"sigh.. stayed up late cause was on a role w/ assessment, now I'm so tired my eyes r stinging &amp; my head hurts.. &amp; I still need 500 words",sadness
2670,Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!,sadness
2671,First sports banquet without katie,sadness
2672,"Well I guess I'm not heading out to LA this weekend, Doubt I'll get to go to the PS Blog Meet and Greet",sadness
2673,sitting at home being bored.......,sadness
2674,Apparently I'm not meant to take dance lessons here,sadness
2675,I'm headed home.. Sea world closed early,sadness
2676,My net died so yeah....  I'm sad now,sadness
2677,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",sadness
2678,hey guys y did the sun make my day gloomy?,sadness
2679,Is definitely working sunday afternoon to late evening,sadness
2680,"really want to see UP, but no one wants to go with me",sadness
2681,We're going to panahra for dinner.  miss you guys.,sadness
2682,I realllly miss my parents backyard and hammock. reallly bad.,sadness
2683,"I do feel bad for the nice people there though, just not whover it was that said we were out of line",sadness
2684,Take me away,sadness
2685,i love me some americana- but no movies to see,sadness
2686,I am beginning to think sun blcok is a haox.,anger
2687,i miss my baby  hateeeeee it,sadness
2688,Why did everyone seem to leave me this weekend  ....sigh. In bed,sadness
2689,I am SO MAD that Glee won't premiere till Fall,sadness
2690,Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,happiness
2691,my attempt to sync facebook and twitter seems to have failed,sadness
2692,"It's patio weather in Kirkland!  It's also launch-yer-boat weather, except I'm missing the boat part",sadness
2693,Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies,sadness
2694,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,sadness
2695,going to the memorial for the guy in my grade that died.,sadness
2696,on my way to shreveport to forget all the bad things he's brought into my life,sadness
2697,Crossing the bridge....leaving ocean city  I'm sad.,sadness
2698,"very much disappointed with the angels and demons movie  shame, it was a great book",sadness
2699,Well good job to my two cousins that are graduates! Good luck in life!!!  &lt;never wear your pajama pants to school  &gt;,happiness
2700,RIP Big cup... I will miss you,sadness
2701,can't set p my phone to twitter,sadness
2702,he's outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there's nuthin I can do about it  --&gt;,sadness
2703,thinking about life and my dreams. why does it seem so appealing to give up?  im so jealous of every band/artist who is living theirs out,sadness
2704,Spendin time with ant before he's gone for the night,sadness
2705,Sickkkk  ....and I need 11/20--NOW.,sadness
2706,They are out of ice cream at the Crazy Mocha in SS. This means no Espresso Milkshake..,sadness
2707,Tired.....but can't go to bed yet.....,sadness
2708,notthebest weekend....but oh well....I have a right to be sad,sadness
2709,Puzzled by people's mood swings... it makes me somewhat sad that I can't pinpoint  how  they feel,sadness
2710,"Watched Ten Pounds last night, brilliant movie,I couldnt stop weeping!!!",sadness
2711,either my inerne is fucked or my mind is but i'm pretty sure that it's the internet,happiness
2712,everything is going wrong in my &quot; happy day&quot;,sadness
2713,going to bed  cant take thiss any longeerr maan. [U],sadness
2714,Bah! Still at work. Lol my feet hurt and my nose won't stop running!,sadness
2715,has finished exams.... has (almost) moved out of halls and is leaving london tomorrow,sadness
2716,That's okay... I didn't want to watch shelby anyway!,sadness
2717,Twitter's being lame and won't post my twitpic of Gucci and I,sadness
2718,getting ready to see my cousins graduate.  gonna miss em.,happiness
2719,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine,happiness
2720,Trully a awful day! Shitty!,sadness
2721,Getting ready 2 leave 2 a girl scout metting..Don't feel like it but I have 2.....,sadness
2722,I am so hungry...if my arm were on the core diet I would eat it!  Guess I have to wait until dinner is ready,sadness
2723,Sick of fighting so it looks like no more burlesque for me,sadness
2724,Is feeling a bit lonely,sadness
2725,hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!,happiness
2726,Just found out my parents are putting down my dog tomorrow morning. Upset,anger
2727,Honestly at home alone,sadness
2728,Stars and Sons was hard to review. Didn't grab me instantly this morning so will have to delay the review to a 2nd listening tomorrow,sadness
2729,Off to the gym by myself!  no fun!,sadness
2730,seagull hates me and im utterly depressed about it. i miss him.,sadness
2731,Idk i cant do shit,sadness
2732,Got the CofO to late didn't close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,sadness
2733,Apperently ea knows my copy of the sims 3 is not legit and is upset,anger
2734,So bored.... couldn't go to a-kon...,sadness
2735,chris sab and i = COMME ESTAS BITCHES,sadness
2736,"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]",sadness
2737,no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,sadness
2738,Summer/ Yet I have to read 6 books.... 6 LONG books,sadness
2739,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it's repeated? Must investigate!,sadness
2740,all dressed up and no where to go...,sadness
2741,homework on a friday night...lame,sadness
2742,found out my &quot;friend&quot; isnt actually. but hey shit happens.,sadness
2743,Was just in a wreck. Getting real sore now. It was their fault and they didn't have insurance. Was planning to go to the wedding tonight,sadness
2744,The sun is breaking through the clouds!...and now it's covered up again.,sadness
2745,I dont want to be ugly anymore,sadness
2746,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,sadness
2747,"I will miss my City when we leave...priciness, pollution, panhandlers and all",sadness
2748,So I love my mac but msn doesn't work on it still,sadness
