text,affect,sentiment
"Well, it's time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.",neutral,neutral
Let's grab our stuff and get the hell out of here.,neutral,neutral
I'm sorry we can't store your childhood things anymore.,sadness,negative
"Oh, that's okay, I can't wait to see everything again! All of the memories",joy,positive
"Well, I don't know what's in the boxes down here, but I do know there are six or seven",neutral,neutral
I used to,neutral,neutral
"Yeah, not as much as you used to love to play uncooked batter eater.",neutral,neutral
"Hey, it is unreasonable to expect a child to wait for a",neutral,neutral
"Ok, got the vent open.",neutral,neutral
"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",joy,positive
"Ben, you ready?",neutral,neutral
"All right, gimme your foot.",neutral,neutral
"Ok, on three, Ben.",neutral,neutral
"One, two, three.",neutral,neutral
"Ok, That's it, Ben.",neutral,neutral
What do you see?,neutral,neutral
"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",neutral,neutral
"Phoebs, It's open! It's open!",surprise,positive
Wait! You forgot your legs!,surprise,negative
"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",joy,positive
Thank you.,joy,positive
Filing system?,neutral,neutral
Oh-oh!,surprise,positive
You mean those-those little colored labels you put on all the folders?,neutral,neutral
It certainly did brighten up the inside of the filing cabinets.,joy,positive
"Well, they uh, they-they do more than that.",neutral,neutral
I notice that you've been trusted with a lot of rather important responsibilities.,neutral,neutral
"Yes, Joanna really has been an incredible mentor to me.",joy,positive
Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost,joy,positive
"I-I-I of course, I have more responsibilities than that.",neutral,neutral
"Oh yes, well there's the coffee too.  Rachel can carry two things at once!",joy,positive
"Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",neutral,neutral
"Yes, I realize that",neutral,neutral
"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",neutral,neutral
I love working with designers!,joy,positive
"With them, under them, what's the difference? Eh, Rach?",neutral,neutral
"Chandler, you have an assistant right?",neutral,neutral
Did she call? You-you told her I was sick right? Always tell her I am sick!,fear,negative
"Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.",neutral,neutral
I do?,surprise,positive
"Yeah!  All right, maybe you don't have to smile. Let's try something else. Let's try umm, try looking sexy.",neutral,neutral
Okay.,neutral,neutral
Or not.,neutral,neutral
Where's Chandler?,neutral,neutral
Here I am.,neutral,neutral
Wash your hands!!!,disgust,negative
How did youknow?,surprise,negative
Hey! What's she doing back here?,surprise,negative
"Relax, Ross. She's not made of ice cream!",neutral,neutral
"Hey look, Phoebe. I, uh, I laid out the states geographically...",neutral,neutral
What happened in Atlantic City?!,surprise,positive
"Well, Chandler and I are in a bar",neutral,neutral
"Did you not hear me say, ""Du-ude?!""",anger,negative
"And this girl is making eyes at Chandler, okay?",neutral,neutral
"So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.",neutral,neutral
"Now, I know what you're thinking, Chandler's not the type of guy who just goes to bars and makes out with girls, and you're right, Chandler's not the type of guy who just goes to bars and makes out withgirls.",joy,positive
You kissed a guy?!! Oh my God.,surprise,positive
"In my defense, it was dark and he was a very pretty guy.",anger,negative
"Oh Mon, I laughed so hard",joy,positive
"Ho-ho, so hard we had to throw out your underwear again?",anger,negative
"Whatever dude, you kissed a guy.",neutral,neutral
"So umm, you're gonna stay with me as long as I need you?",neutral,neutral
Of course I am!,joy,positive
"Oh mom, I swear I'm not an idiot.",neutral,neutral
"I've read all kinds of books on pregnancy and giving birth, but I-I just didn't think to read the part about what to do when the baby comes.",neutral,neutral
And-and then guess what?,neutral,neutral
The baby's coming and I don't know what to do.,sadness,negative
"Oh, can I throw up in my diaper genie?",sadness,negative
"No. Sweetie, you're gonna be fine.",neutral,neutral
Wait-wait where are you going? Where are you going?,fear,negative
I'm going to the bathroom.,neutral,neutral
Okay.,neutral,neutral
Now don't worry! Everything's gonna be okay.,neutral,neutral
It,neutral,neutral
Hey!,joy,positive
Hey! Why are you all red and sweaty?,surprise,positive
I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,neutral,neutral
Not if you were here.,neutral,neutral
"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",neutral,neutral
Oh my God! This is it!   I really hope it's you!,joy,positive
I hope it's you.,neutral,neutral
Me too!,joy,positive
"First of all um, I love you both so much and you're both so important to me",joy,positive
"Okay, bla-bla-bla-bla!! Who is it?!",joy,positive
"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.",neutral,neutral
"Like hypothetically, if Phoebe were mine",neutral,neutral
Yes!!! Oh!!,joy,positive
Hypothetically!,anger,negative
Still.,neutral,neutral
If Phoebe were my maid of honor,neutral,neutral
"Rachel would be Phoebe's, I would be Rachel's, that way we all get to do it once and no one would get upset.",neutral,neutral
Yeah that's actually a pretty good idea.,neutral,neutral
"Yeah, I'll do that. So who gets to be yours?",neutral,neutral
"Well that's the best part. Umm,",neutral,neutral
Wh-why is that the best part?,surprise,positive
Because then I don't have to!,joy,positive
Well of,neutral,neutral
I'm really not deciding!,joy,positive
Fine!,anger,negative
"Aww, and good luck to you too!  What a nice lady!",joy,positive
"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",neutral,neutral
It's not just the drum noise.,neutral,neutral
"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",anger,negative
"Oh god, my eye!""",anger,negative
"I mean, it is so annoying.",anger,negative
"Yes, thank you. You see, this is how normal people are supposed to react to drums.",neutral,neutral
"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?",surprise,negative
Maybe on some level.,neutral,neutral
Joey? Could you get that?  What are you doing here? I thought you were in your room?,surprise,positive
"No, I'm picking you up for our date. These are for you.",neutral,neutral
"Ohh, Lilies. Joey, they're my favorite. Thank you.",joy,positive
"And, a brownie!",joy,positive
"Well, half a brownie.",neutral,neutral
"Actually, it's just bag.",neutral,neutral
It's been a long walk from the flower shop and I was startin' to feel faint so,neutral,neutral
Oh man!,joy,positive
This is so great!,joy,positive
I actually feel like I'm going on a real date!,joy,positive
"Although, I have a hint of morning sickness, and I'm wearing underwear that goes up to aboutthere.",neutral,neutral
"Hey come on now, this is a real date.",neutral,neutral
"Uh, sonice place you got here.",neutral,neutral
"Foosball, huh?",surprise,positive
Pizza box.,neutral,neutral
"Oh, a subscription to",surprise,positive
"Yeah, actually that's my roommate's.",neutral,neutral
I would like to meet him. He sounds like a stand up guy.,neutral,neutral
"Ah yes, but he's very protective of me so you'd better watch yourself.",neutral,neutral
"Ah Hey, so this roommate of yoursis he good looking?",joy,positive
Hm-mmm,neutral,neutral
"Oh yeah, it must be tough to keep your hands of him, huh?",neutral,neutral
"Yeah, but I'm pretty sure he's gay.",neutral,neutral
"No-no-no-no, he's not! No! Why are you trying to ruin the game? Come on!",anger,negative
Can you believe what a jerk Ross was being?,anger,negative
"Yeah, I know. He can get really competitive.",neutral,neutral
"Ha. Ha, ha.",joy,positive
What?,neutral,neutral
"Oh, hello, kettle? This is Monica. You're black.",neutral,neutral
Please! I am not as bad as Ross.,disgust,negative
"Oh, I beg to differ. The",neutral,neutral
That was,neutral,neutral
Oooooh.  : Oh! I got an interview! I got an interview!,joy,positive
"Well, not playing raquetball!",surprise,positive
He forgot to leave his grip size!,surprise,positive
He didn't get the goggles!,surprise,positive
"Well,sounds like you two have issues.",neutral,neutral
"Goodbye, baby.",neutral,neutral
"Ciao, bela.",neutral,neutral
Do they wait for me to do this?,neutral,neutral
So are you gonna tell him?,neutral,neutral
Why would I tell him?,neutral,neutral
"How about 'cause if you don't, his mother might.",neutral,neutral
What are you guys doing here?,anger,negative
Uhhhh.... he's not even wearing a jockstrap!,surprise,positive
...What did I ask?,neutral,neutral
God. I feel violated.,disgust,negative
"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",disgust,negative
"Ross, ten o'clock.",neutral,neutral
Is it? Feels like two.,sadness,negative
"No,",neutral,neutral
"There's a beautiful woman at eight, nine, ten o'clock!",joy,positive
Oh. Hel-lo!,joy,positive
"She's amazing! She makes the women that I dream about look like short, fat, bald men!",joy,positive
"Well, go over to her! She's not with anyone.",joy,positive
"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",fear,negative
"Oh, c'mon. She's a person, you can do it!",joy,positive
"Oh please, could she",neutral,neutral
He could never get a woman like that in a million years.,neutral,neutral
"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",neutral,neutral
You could do that!,joy,positive
You think?,surprise,positive
"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",neutral,neutral
OK.,neutral,neutral
"This is great!  Helen, could you come in here for a moment?",joy,positive
"Thank you Helen, that'll be all.",neutral,neutral
"Last time I do that, I promise.",neutral,neutral
"I am so, so, so, so sorry!",sadness,negative
Uh-huh.,disgust,negative
"And I will cook anything you want in here , and do anything in there!",fear,negative
"Yeah you will!  And, are you kiddin' me?!",anger,negative
"Come on Monica, it's our Valentine's Day. Please? Please-please, please?",sadness,negative
Okay.,neutral,neutral
Okay.,neutral,neutral
"So, are we going in there?",neutral,neutral
I am!!,joy,positive
Wow!,surprise,positive
It actually is in the handbook.,neutral,neutral
I can't date you or have a hot plate in my office.,neutral,neutral
I can't believe we have to stop seeing each other.,sadness,negative
For what it's worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.,joy,positive
"I know, I know I really like you too. But we-we can't date. It's against the rules. It's forbidden.",neutral,neutral
Wow!,surprise,positive
What?,surprise,positive
"Just hearing you describe it as forbidden, it's really hot.",joy,positive
